,facet,anchor,stem,cosine_similarity,drift_flag,length_flag
597,I take steps to avoid accidents.,Safety Orientation,I learn the necessary safety precautions.,0.50529766,1,0
598,I take steps to avoid accidents.,Safety Orientation,I attend sessions on safety awareness.,0.60393995,1,0
599,I take steps to avoid accidents.,Safety Orientation,I grasp the importance of safety education.,0.61360973,1,0
600,I feel others' emotions.,Empathy,I understand how other people feel.,0.27335113,1,0
601,I feel others' emotions.,Empathy,I can relate to others' emotions.,0.49198166,1,0
602,I feel others' emotions.,Empathy,I feel what others are experiencing.,0.36888045,1,0
603,I feel others' emotions.,Empathy,I connect with people's feelings.,0.53339326,1,0
604,I feel others' emotions.,Empathy,I share in others' emotional experiences.,0.45790312,1,0
605,I feel others' emotions.,Empathy,I recognize others' feelings easily.,0.51603174,1,0
606,I feel others' emotions.,Empathy,I identify with others' emotions.,0.5491818,1,0
607,I feel others' emotions.,Empathy,I sense when someone is upset.,0.5097395,1,0
608,I feel others' emotions.,Empathy,I pick up on people's moods.,0.3509361,1,0
609,I feel others' emotions.,Empathy,I am aware of others' emotional states.,0.45064607,1,0
610,I feel others' emotions.,Empathy,I feel others' happiness and sadness.,0.5304053,1,0
611,I feel others' emotions.,Empathy,I understand others' emotional situations.,0.4980238,1,0
612,I feel others' emotions.,Empathy,I notice when someone is feeling down.,0.4195603,1,0
613,I feel others' emotions.,Empathy,I am sensitive to others' emotions.,0.48388582,1,0
614,I feel others' emotions.,Empathy,I respond to people's feelings.,0.42786866,1,0
615,I feel others' emotions.,Empathy,I can see things from others' perspectives.,0.38021195,1,0
616,I feel others' emotions.,Empathy,I experience others' emotions as my own.,0.5089718,1,0
617,I feel others' emotions.,Empathy,I put myself in others' shoes.,0.39098057,1,0
618,I feel others' emotions.,Empathy,I feel sympathy for others' situations.,0.5416038,1,0
619,I feel others' emotions.,Empathy,I am in tune with others' feelings.,0.44646728,1,0
620,I feel others' emotions.,Empathy,I resonate with others' emotional experiences.,0.5332333,1,0
621,I feel others' emotions.,Empathy,I am conscious of others' emotional needs.,0.49702674,1,0
622,I feel others' emotions.,Empathy,I perceive others' feelings clearly.,0.49922416,1,0
623,I feel others' emotions.,Empathy,I comprehend others' emotional responses.,0.547616,1,0
624,I feel others' emotions.,Empathy,I tune into others' emotional worlds.,0.4737345,1,0
625,I read social cues accurately.,Social Awareness,I understand how people around me feel.,0.30457616,1,0
626,I read social cues accurately.,Social Awareness,I notice the emotions of others in my surroundings.,0.4491703,1,0
627,I read social cues accurately.,Social Awareness,I pay attention to the feelings of people I meet.,0.3948765,1,0
628,I read social cues accurately.,Social Awareness,I am aware of the social dynamics in a group.,0.5084239,1,0
629,I read social cues accurately.,Social Awareness,I sense when someone is uncomfortable in a situation.,0.37277907,1,0
630,I read social cues accurately.,Social Awareness,I recognize different social cues and signals.,0.44261688,1,0
631,I read social cues accurately.,Social Awareness,I appreciate the perspectives of others in conversations.,0.36406648,1,0
632,I read social cues accurately.,Social Awareness,I stay mindful of how my actions affect people.,0.43295282,1,0
633,I read social cues accurately.,Social Awareness,I listen carefully to what others are saying.,0.28947276,1,0
634,I read social cues accurately.,Social Awareness,I respect the customs and traditions of different cultures.,0.19455434,1,0
635,I read social cues accurately.,Social Awareness,I am conscious of the needs of my community.,0.48307988,1,0
636,I read social cues accurately.,Social Awareness,I empathize with others and their experiences.,0.2907985,1,0
637,I read social cues accurately.,Social Awareness,I observe how people interact with each other.,0.5172398,1,0
638,I read social cues accurately.,Social Awareness,I understand the importance of social harmony.,0.49511352,1,0
639,I read social cues accurately.,Social Awareness,I value the input and feedback from others.,0.23288529,1,0
640,I read social cues accurately.,Social Awareness,I notice when someone needs help or support.,0.46814343,1,0
641,I read social cues accurately.,Social Awareness,I respond appropriately to social situations.,0.46709064,1,0
642,I read social cues accurately.,Social Awareness,I am attentive to changes in group dynamics.,0.3818889,1,0
643,I read social cues accurately.,Social Awareness,I engage with others by considering their points of view.,0.47008955,1,0
644,I read social cues accurately.,Social Awareness,I am sensitive to the moods of people around me.,0.28843123,1,0
645,I read social cues accurately.,Social Awareness,I recognize the importance of social relationships.,0.5496563,1,0
646,I read social cues accurately.,Social Awareness,I participate in discussions with respect for others.,0.41943288,1,0
647,I read social cues accurately.,Social Awareness,I am thoughtful about my role in social settings.,0.53681904,1,0
648,I read social cues accurately.,Social Awareness,I relate to others by understanding their feelings.,0.45787996,1,0
649,I read social cues accurately.,Social Awareness,I remain aware of the societal context around me.,0.50663495,1,0
650,I cooperate toward shared goals.,Collaboration,I work together with others on projects.,0.643867,1,0
651,I cooperate toward shared goals.,Collaboration,I team up with my colleagues.,0.6308248,1,0
652,I cooperate toward shared goals.,Collaboration,I join forces with my classmates for assignments.,0.5554359,1,0
653,I cooperate toward shared goals.,Collaboration,I participate in group activities.,0.48592192,1,0
654,I cooperate toward shared goals.,Collaboration,I share ideas with my teammates.,0.58605915,1,0
655,I cooperate toward shared goals.,Collaboration,I cooperate with my friends on tasks.,0.5748147,1,0
656,I cooperate toward shared goals.,Collaboration,I engage in joint efforts with my peers.,0.6312963,1,0
657,I cooperate toward shared goals.,Collaboration,I contribute to group work.,0.5816058,1,0
658,I cooperate toward shared goals.,Collaboration,I collaborate with my coworkers on tasks.,0.61289924,1,0
659,I cooperate toward shared goals.,Collaboration,I take part in team discussions.,0.51498497,1,0
660,I cooperate toward shared goals.,Collaboration,I help others achieve common goals.,0.5309651,1,0
661,I cooperate toward shared goals.,Collaboration,I coordinate with others to complete a project.,0.6491435,1,0
662,I cooperate toward shared goals.,Collaboration,I plan with my team to get things done.,0.4548868,1,0
663,I cooperate toward shared goals.,Collaboration,I exchange viewpoints with my group.,0.4928984,1,0
664,I cooperate toward shared goals.,Collaboration,I partner with others to solve problems.,0.65210235,1,0
665,I cooperate toward shared goals.,Collaboration,I assist in group projects.,0.5713186,1,0
666,I cooperate toward shared goals.,Collaboration,I combine efforts with my team.,0.5632857,1,0
667,I cooperate toward shared goals.,Collaboration,I support team members in our work.,0.49980006,1,0
668,I cooperate toward shared goals.,Collaboration,I communicate with others to reach an agreement.,0.4976898,1,0
669,I cooperate toward shared goals.,Collaboration,I interact with others to finish assignments.,0.45776975,1,0
670,I cooperate toward shared goals.,Collaboration,I participate actively in group tasks.,0.51073086,1,0
671,I cooperate toward shared goals.,Collaboration,I unify efforts with my colleagues.,0.606025,1,0
672,I cooperate toward shared goals.,Collaboration,I pool resources with my team.,0.51548576,1,0
673,I cooperate toward shared goals.,Collaboration,I brainstorm ideas with my group.,0.56767845,1,0
674,I cooperate toward shared goals.,Collaboration,I build on others' ideas in teamwork.,0.6231584,1,0
675,I earn others' confidence.,Trust Building,I focus on creating trust in my relationships.,0.6309331,1,0
676,I earn others' confidence.,Trust Building,I work on building trust with others.,0.6531342,1,0
677,I earn others' confidence.,Trust Building,I make an effort to earn trust from people.,0.6370481,1,0
678,I earn others' confidence.,Trust Building,I aim to establish trust with those around me.,0.6836609,1,0
679,I earn others' confidence.,Trust Building,I prioritize developing trust with my colleagues.,0.6333693,1,0
680,I earn others' confidence.,Trust Building,I value building trust in my friendships.,0.6348537,1,0
681,I earn others' confidence.,Trust Building,I strive to create a trusting environment.,0.62614805,1,0
682,I earn others' confidence.,Trust Building,I concentrate on fostering trust with my team.,0.55200684,1,0
683,I earn others' confidence.,Trust Building,I dedicate time to developing trust in my family.,0.56976414,1,0
684,I earn others' confidence.,Trust Building,I believe in strengthening trust with my partner.,0.58495283,1,0
685,I earn others' confidence.,Trust Building,I aim to nurture trust in my workplace.,0.6801708,1,0
686,I earn others' confidence.,Trust Building,I commit to promoting trust in my community.,0.5058663,1,0
687,I earn others' confidence.,Trust Building,I seek to cultivate trust in my interactions.,0.7487283,1,0
688,I earn others' confidence.,Trust Building,I focus on enhancing trust in my social circle.,0.6578355,1,0
689,I earn others' confidence.,Trust Building,I invest in building trust with my peers.,0.57272744,1,0
690,I earn others' confidence.,Trust Building,I work towards establishing trust with my clients.,0.64467794,1,0
691,I earn others' confidence.,Trust Building,I concentrate on creating trust within my group.,0.5777329,1,0
692,I earn others' confidence.,Trust Building,I value fostering trust in my network.,0.587119,1,0
693,I earn others' confidence.,Trust Building,I strive to maintain trust in my partnerships.,0.65204465,1,0
694,I earn others' confidence.,Trust Building,I aim to enhance trust with my neighbors.,0.5519431,1,0
695,I earn others' confidence.,Trust Building,I focus on reinforcing trust with my coworkers.,0.5266664,1,0
696,I earn others' confidence.,Trust Building,I make an effort to develop trust in my organization.,0.66571116,1,0
697,I earn others' confidence.,Trust Building,I believe in nurturing trust in my relationships.,0.6156136,1,0
698,I earn others' confidence.,Trust Building,I dedicate myself to strengthening trust with my friends.,0.60263026,1,0
699,I earn others' confidence.,Trust Building,I work on fostering trust in my daily interactions.,0.6758168,1,0
700,I welcome diverse viewpoints.,Inclusiveness,I welcome everyone in my group.,0.3222988,1,0
701,I welcome diverse viewpoints.,Inclusiveness,I embrace diversity in my environment.,0.49143237,1,0
702,I welcome diverse viewpoints.,Inclusiveness,I value different perspectives and ideas.,0.37388477,1,0
703,I welcome diverse viewpoints.,Inclusiveness,I include everyone in our activities.,0.3553919,1,0
704,I welcome diverse viewpoints.,Inclusiveness,I respect people's unique backgrounds and experiences.,0.41586137,1,0
705,I welcome diverse viewpoints.,Inclusiveness,I ensure everyone feels part of the team.,0.3046539,1,0
706,I welcome diverse viewpoints.,Inclusiveness,I appreciate the variety of cultures around me.,0.32992485,1,0
707,I welcome diverse viewpoints.,Inclusiveness,I make space for different voices.,0.24986695,1,0
708,I welcome diverse viewpoints.,Inclusiveness,I encourage everyone to share their thoughts.,0.27802658,1,0
709,I welcome diverse viewpoints.,Inclusiveness,I support people from all walks of life.,0.4593841,1,0
710,I welcome diverse viewpoints.,Inclusiveness,I create an environment open to all.,0.39756325,1,0
711,I welcome diverse viewpoints.,Inclusiveness,I invite everyone to join our discussions.,0.31461766,1,0
712,I welcome diverse viewpoints.,Inclusiveness,I celebrate the differences among us.,0.334489,1,0
713,I welcome diverse viewpoints.,Inclusiveness,I foster a sense of belonging for everyone.,0.4951313,1,0
714,I welcome diverse viewpoints.,Inclusiveness,I listen to all opinions with respect.,0.30858427,1,0
715,I welcome diverse viewpoints.,Inclusiveness,I treat everyone equally in our group.,0.4015687,1,0
716,I welcome diverse viewpoints.,Inclusiveness,I recognize the importance of diverse viewpoints.,0.4319175,1,0
717,I welcome diverse viewpoints.,Inclusiveness,I promote a welcoming atmosphere.,0.4799331,1,0
718,I welcome diverse viewpoints.,Inclusiveness,I engage with people from different backgrounds.,0.4324203,1,0
719,I welcome diverse viewpoints.,Inclusiveness,I strive to make everyone feel included.,0.5429263,1,0
720,I welcome diverse viewpoints.,Inclusiveness,I cherish the uniqueness of each individual.,0.32534668,1,0
721,I welcome diverse viewpoints.,Inclusiveness,I contribute to a community where everyone matters.,0.36777294,1,0
722,I welcome diverse viewpoints.,Inclusiveness,I enjoy learning from different cultures.,0.21784283,1,0
723,I welcome diverse viewpoints.,Inclusiveness,I actively involve everyone in decision-making.,0.3664963,1,0
724,I welcome diverse viewpoints.,Inclusiveness,I aim for equal participation in our activities.,0.55420804,1,0
725,I help others develop skills.,Mentorship,I guide someone in their professional journey.,0.56609607,1,0
726,I help others develop skills.,Mentorship,I help a person learn and grow.,0.47494268,1,0
727,I help others develop skills.,Mentorship,I support a colleague with my experience.,0.36089605,1,0
728,I help others develop skills.,Mentorship,I share my knowledge with a learner.,0.507895,1,0
729,I help others develop skills.,Mentorship,I assist someone in developing their skills.,0.6081717,1,0
730,I help others develop skills.,Mentorship,I offer advice to someone seeking guidance.,0.5178319,1,0
731,I help others develop skills.,Mentorship,I provide support to someone in their career path.,0.582425,1,0
732,I help others develop skills.,Mentorship,I help another person improve their abilities.,0.51830405,1,0
733,I help others develop skills.,Mentorship,I offer guidance to a less experienced person.,0.57550246,1,0
734,I help others develop skills.,Mentorship,I help someone achieve their professional goals.,0.47542962,1,0
735,I help others develop skills.,Mentorship,I share my expertise with a newcomer.,0.52892417,1,0
736,I help others develop skills.,Mentorship,I encourage someone to reach their potential.,0.42416465,1,0
737,I help others develop skills.,Mentorship,I help a junior colleague learn the ropes.,0.54496783,1,0
738,I help others develop skills.,Mentorship,I give advice to someone who needs it.,0.47171527,1,0
739,I help others develop skills.,Mentorship,I help someone navigate their career.,0.49348915,1,0
740,I help others develop skills.,Mentorship,I support another person in their learning process.,0.534485,1,0
741,I help others develop skills.,Mentorship,I help someone understand their job better.,0.48469365,1,0
742,I help others develop skills.,Mentorship,I guide someone in making good decisions.,0.48556235,1,0
743,I help others develop skills.,Mentorship,I assist someone in their professional development.,0.61173403,1,0
744,I help others develop skills.,Mentorship,I help someone gain confidence in their work.,0.5253831,1,0
745,I help others develop skills.,Mentorship,I share my insights with someone learning.,0.54127526,1,0
746,I help others develop skills.,Mentorship,I help someone learn from my experience.,0.51310045,1,0
747,I help others develop skills.,Mentorship,I assist a colleague in understanding their role.,0.48676217,1,0
748,I help others develop skills.,Mentorship,I provide guidance to someone starting out.,0.53790617,1,0
749,I help others develop skills.,Mentorship,I support someone in reaching their career objectives.,0.4236482,1,0
750,I can convince others of my ideas.,Persuasion,I convince others to see my point of view.,0.43458682,1,0
751,I can convince others of my ideas.,Persuasion,I influence people to agree with me.,0.411125,1,0
752,I can convince others of my ideas.,Persuasion,I encourage others to understand my perspective.,0.30036896,1,0
753,I can convince others of my ideas.,Persuasion,I guide people to accept my ideas.,0.37927842,1,0
754,I can convince others of my ideas.,Persuasion,I help others to see things my way.,0.28761628,1,0
755,I can convince others of my ideas.,Persuasion,I lead others to appreciate my opinions.,0.35120147,1,0
756,I can convince others of my ideas.,Persuasion,I urge people to consider my suggestions.,0.28346682,1,0
757,I can convince others of my ideas.,Persuasion,I sway others to support my thoughts.,0.44350582,1,0
758,I can convince others of my ideas.,Persuasion,I inspire people to believe in my ideas.,0.34937304,1,0
759,I can convince others of my ideas.,Persuasion,I motivate others to understand my reasoning.,0.4092356,1,0
760,I can convince others of my ideas.,Persuasion,I get people to agree with my plans.,0.3254,1,0
761,I can convince others of my ideas.,Persuasion,I talk people into accepting my proposals.,0.37275025,1,0
762,I can convince others of my ideas.,Persuasion,I bring others around to my way of thinking.,0.35287973,1,0
763,I can convince others of my ideas.,Persuasion,I persuade friends to try new things.,0.36946744,1,0
764,I can convince others of my ideas.,Persuasion,I explain my ideas convincingly to others.,0.4837773,1,0
765,I can convince others of my ideas.,Persuasion,I share my views to influence decisions.,0.42262608,1,0
766,I can convince others of my ideas.,Persuasion,I use arguments to make my case.,0.3739708,1,0
767,I can convince others of my ideas.,Persuasion,I present my ideas to gain support.,0.35075888,1,0
768,I can convince others of my ideas.,Persuasion,I express my opinions to change minds.,0.45665622,1,0
769,I can convince others of my ideas.,Persuasion,I discuss my thoughts to get agreement.,0.36910385,1,0
770,I can convince others of my ideas.,Persuasion,I share examples to support my ideas.,0.27887502,1,0
771,I can convince others of my ideas.,Persuasion,I use logic to convince others.,0.4552949,1,0
772,I can convince others of my ideas.,Persuasion,I tell stories to make my point.,0.32057282,1,0
773,I can convince others of my ideas.,Persuasion,I show evidence to back up my claims.,0.27786398,1,0
774,I can convince others of my ideas.,Persuasion,I communicate effectively to gain approval.,0.34304094,1,0
775,I explain ideas through stories.,Storytelling,I share stories with others.,0.5339025,1,0
776,I explain ideas through stories.,Storytelling,I tell tales to my friends.,0.5229908,1,0
777,I explain ideas through stories.,Storytelling,I narrate events to my family.,0.46348053,1,0
778,I explain ideas through stories.,Storytelling,I describe experiences through words.,0.48435146,1,0
779,I explain ideas through stories.,Storytelling,I engage in sharing narratives.,0.57589155,1,0
780,I explain ideas through stories.,Storytelling,I recount past happenings to my group.,0.35812885,1,0
781,I explain ideas through stories.,Storytelling,I express ideas through storytelling.,0.66575795,1,0
782,I explain ideas through stories.,Storytelling,I entertain others with my stories.,0.5316925,1,0
783,I explain ideas through stories.,Storytelling,I craft stories for people to hear.,0.5033518,1,0
784,I explain ideas through stories.,Storytelling,I convey messages through storytelling.,0.65559804,1,0
785,I explain ideas through stories.,Storytelling,I talk about adventures I have experienced.,0.4280489,1,0
786,I explain ideas through stories.,Storytelling,I create stories from my imagination.,0.54351586,1,0
787,I explain ideas through stories.,Storytelling,I present stories to an audience.,0.58717144,1,0
788,I explain ideas through stories.,Storytelling,I illustrate ideas through storytelling.,0.66094244,1,0
789,I explain ideas through stories.,Storytelling,I deliver narratives to entertain my listeners.,0.5834818,1,0
790,I explain ideas through stories.,Storytelling,I communicate through sharing stories.,0.46129662,1,0
791,I explain ideas through stories.,Storytelling,I bring stories to life with my words.,0.51258755,1,0
792,I explain ideas through stories.,Storytelling,I share my experiences in story form.,0.57251906,1,0
793,I explain ideas through stories.,Storytelling,I tell stories to connect with people.,0.55419165,1,0
794,I explain ideas through stories.,Storytelling,I use storytelling to share my thoughts.,0.65329546,1,0
795,I explain ideas through stories.,Storytelling,I share my life stories with others.,0.46273094,1,0
796,I explain ideas through stories.,Storytelling,I tell stories to make people laugh.,0.48290515,1,0
797,I explain ideas through stories.,Storytelling,I convey history through storytelling.,0.619246,1,0
798,I explain ideas through stories.,Storytelling,I share adventures I have had.,0.46368033,1,0
799,I explain ideas through stories.,Storytelling,I express myself through storytelling.,0.6154604,1,0
800,I project self-assurance.,Confidence,I have faith in myself.,0.48291722,1,0
801,I project self-assurance.,Confidence,I believe in my abilities.,0.37138498,1,0
802,I project self-assurance.,Confidence,I trust my skills.,0.47577393,1,0
803,I project self-assurance.,Confidence,I have self-assurance.,0.52805585,1,0
804,I project self-assurance.,Confidence,I feel sure of myself.,0.38915923,1,0
805,I project self-assurance.,Confidence,I rely on my judgment.,0.36055085,1,0
806,I project self-assurance.,Confidence,I am self-confident.,0.5726299,1,0
807,I project self-assurance.,Confidence,I know I can succeed.,0.29636824,1,0
808,I project self-assurance.,Confidence,I am certain of my capabilities.,0.3308714,1,0
809,I project self-assurance.,Confidence,I have a strong belief in myself.,0.4166446,1,0
810,I project self-assurance.,Confidence,I am confident in my decisions.,0.45858794,1,0
811,I project self-assurance.,Confidence,I trust my instincts.,0.3476578,1,0
812,I project self-assurance.,Confidence,I feel secure in my abilities.,0.476547,1,0
813,I project self-assurance.,Confidence,I have inner confidence.,0.6089718,1,0
814,I project self-assurance.,Confidence,I am confident in my actions.,0.5132993,1,0
815,I project self-assurance.,Confidence,I believe in my strengths.,0.43724713,1,0
816,I project self-assurance.,Confidence,I have faith in my decisions.,0.49458903,1,0
817,I project self-assurance.,Confidence,I know I can handle challenges.,0.28789437,1,0
818,I project self-assurance.,Confidence,I feel confident in my choices.,0.45722738,1,0
819,I project self-assurance.,Confidence,I rely on my own abilities.,0.41383594,1,0
820,I project self-assurance.,Confidence,I am sure of my skills.,0.3664385,1,0
821,I project self-assurance.,Confidence,I trust in what I can do.,0.4794075,1,0
822,I project self-assurance.,Confidence,I have confidence in my talents.,0.52891946,1,0
823,I project self-assurance.,Confidence,I believe in my potential.,0.35501403,1,0
824,I project self-assurance.,Confidence,I am confident in my efforts.,0.43932998,1,0
825,I lift group morale.,Energising,I feel full of energy.,0.40616053,1,0
826,I lift group morale.,Energising,I experience a boost of energy.,0.5188845,1,0
827,I lift group morale.,Energising,I have a surge of energy.,0.38811612,1,0
828,I lift group morale.,Energising,I feel very lively.,0.30391553,1,0
829,I lift group morale.,Energising,I am full of life and energy.,0.2729997,1,0
830,I lift group morale.,Energising,I feel recharged and energetic.,0.48771635,1,0
831,I lift group morale.,Energising,I am buzzing with energy.,0.42872968,1,0
832,I lift group morale.,Energising,I feel invigorated and alive.,0.31454775,1,0
833,I lift group morale.,Energising,I am feeling very awake and energetic.,0.37276793,1,0
834,I lift group morale.,Energising,I have lots of energy today.,0.31184584,1,0
835,I lift group morale.,Energising,I am bursting with energy.,0.34402993,1,0
836,I lift group morale.,Energising,I feel full of vitality.,0.29573974,1,0
837,I lift group morale.,Energising,I am feeling really energized.,0.5270678,1,0
838,I lift group morale.,Energising,I feel awake and full of energy.,0.39194405,1,0
839,I lift group morale.,Energising,I am full of spirit and energy.,0.26711607,1,0
840,I lift group morale.,Energising,I feel a rush of energy.,0.4491542,1,0
841,I lift group morale.,Energising,I am feeling dynamic and energetic.,0.46089333,1,0
842,I lift group morale.,Energising,I feel very active and full of life.,0.27728122,1,0
843,I lift group morale.,Energising,I am alive with energy.,0.3492254,1,0
844,I lift group morale.,Energising,I feel extremely energetic today.,0.2983375,1,0
845,I lift group morale.,Energising,I am feeling very spirited.,0.25179756,1,0
846,I lift group morale.,Energising,I feel fresh and energetic.,0.36932653,1,0
847,I lift group morale.,Energising,I have a lot of vitality.,0.346479,1,0
848,I lift group morale.,Energising,I am feeling highly energetic.,0.42468145,1,0
849,I lift group morale.,Energising,I am filled with energy and life.,0.33840322,1,0
850,I reach deals that satisfy all sides.,Negotiation,I discuss terms with others to find agreement.,0.5600277,1,0
851,I reach deals that satisfy all sides.,Negotiation,I talk with someone to reach a mutual decision.,0.4314956,1,0
852,I reach deals that satisfy all sides.,Negotiation,I work towards finding a common ground with someone.,0.34820515,1,0
853,I reach deals that satisfy all sides.,Negotiation,I engage in conversation to settle on terms.,0.5142714,1,0
854,I reach deals that satisfy all sides.,Negotiation,I communicate with another person to agree on something.,0.41303146,1,0
855,I reach deals that satisfy all sides.,Negotiation,I exchange ideas to come to a shared understanding.,0.41819808,1,0
856,I reach deals that satisfy all sides.,Negotiation,I participate in discussions to make joint decisions.,0.42267007,1,0
857,I reach deals that satisfy all sides.,Negotiation,I collaborate with others to agree on terms.,0.49444956,1,0
858,I reach deals that satisfy all sides.,Negotiation,I have a dialogue to reach a consensus.,0.44121486,1,0
859,I reach deals that satisfy all sides.,Negotiation,I converse with someone to achieve a mutual agreement.,0.5038098,1,0
860,I reach deals that satisfy all sides.,Negotiation,I strive to find an agreement through discussion.,0.48793435,1,0
861,I reach deals that satisfy all sides.,Negotiation,I talk with others to settle differences.,0.45309243,1,0
862,I reach deals that satisfy all sides.,Negotiation,I explore options with someone to reach an accord.,0.45575273,1,0
863,I reach deals that satisfy all sides.,Negotiation,I communicate to find a solution that suits everyone.,0.4377529,1,0
864,I reach deals that satisfy all sides.,Negotiation,I share perspectives to agree on a course of action.,0.41261268,1,0
865,I reach deals that satisfy all sides.,Negotiation,I engage with others to reach a common decision.,0.4297049,1,0
866,I reach deals that satisfy all sides.,Negotiation,I work together with someone to settle on terms.,0.52509654,1,0
867,I reach deals that satisfy all sides.,Negotiation,I discuss possibilities to come to a mutual agreement.,0.5446645,1,0
868,I reach deals that satisfy all sides.,Negotiation,I collaborate to find terms acceptable to all parties.,0.43035752,1,0
869,I reach deals that satisfy all sides.,Negotiation,I converse with others to agree on a plan.,0.38804948,1,0
870,I reach deals that satisfy all sides.,Negotiation,I participate in talks to reach a shared decision.,0.524997,1,0
871,I reach deals that satisfy all sides.,Negotiation,I exchange views to negotiate terms.,0.6477591,1,0
872,I reach deals that satisfy all sides.,Negotiation,I speak with someone to find a compromise.,0.5316671,1,0
873,I reach deals that satisfy all sides.,Negotiation,I have discussions to agree on the next steps.,0.43076348,1,0
874,I reach deals that satisfy all sides.,Negotiation,I engage in dialogue to finalize an agreement.,0.5202216,1,0
875,I paint a compelling future.,Vision Casting,I imagine the future of my project.,0.23589996,1,0
876,I paint a compelling future.,Vision Casting,I create a clear picture of my goals.,0.21601933,1,0
877,I paint a compelling future.,Vision Casting,I describe my vision for the team.,0.21585776,1,0
878,I paint a compelling future.,Vision Casting,I outline my future plans for success.,0.09917933,1,0
879,I paint a compelling future.,Vision Casting,I share my dreams with my colleagues.,0.14519916,1,0
880,I paint a compelling future.,Vision Casting,I express my long-term objectives.,0.06700574,1,0
881,I paint a compelling future.,Vision Casting,I present my ideas for our future.,0.16861746,1,0
882,I paint a compelling future.,Vision Casting,I define the path I want us to take.,0.06549511,1,0
883,I paint a compelling future.,Vision Casting,I communicate my vision for the company.,0.20827614,1,0
884,I paint a compelling future.,Vision Casting,I explain the direction I want us to go.,0.027977109,1,0
885,I paint a compelling future.,Vision Casting,I set a clear goal for our project.,0.10992232,1,0
886,I paint a compelling future.,Vision Casting,I show what I want us to achieve.,0.18189067,1,0
887,I paint a compelling future.,Vision Casting,I illustrate my plans for the future.,0.14355609,1,0
888,I paint a compelling future.,Vision Casting,I envision the outcome of our efforts.,0.20810592,1,0
889,I paint a compelling future.,Vision Casting,I lay out my aspirations for the team.,0.06614298,1,0
890,I paint a compelling future.,Vision Casting,I articulate my vision for the organization.,0.22695336,1,0
891,I paint a compelling future.,Vision Casting,I paint a picture of my desired future.,0.20525876,1,0
892,I paint a compelling future.,Vision Casting,I clarify the goals I want us to reach.,0.046709143,1,0
893,I paint a compelling future.,Vision Casting,I project the future I foresee for us.,0.24462761,1,0
894,I paint a compelling future.,Vision Casting,I map out the direction we should follow.,0.13985114,1,0
895,I paint a compelling future.,Vision Casting,I describe the future I want us to build.,0.1516481,1,0
896,I paint a compelling future.,Vision Casting,I narrate my vision for our journey.,0.22631447,1,0
897,I paint a compelling future.,Vision Casting,I share the picture I have in my mind.,0.23528764,1,0
898,I paint a compelling future.,Vision Casting,I outline the future I aspire to create.,0.18837652,1,0
899,I paint a compelling future.,Vision Casting,I present the roadmap towards our goals.,0.12102957,1,0
